tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
69,33,50,11,0,1,11,0,2,37,23,29,69,33,50,69,33,50,27.08,26.94,0.0,0.0,0.0,2024-01-01
63,39,51,7,0,1,7,0,2,42,34,38,63,39,51,63,39,51,27.18,27.04,0.0,0.0,0.0,2024-01-02
70,35,49,12,0,2,12,0,3,40,32,35,70,35,49,70,35,49,27.13,26.87,-0.01,0.0,0.0,2024-01-03
55,35,44,9,0,1,9,0,2,39,29,33,55,35,44,55,35,44,27.06,26.89,0.01,0.0,0.0,2024-01-04
59,30,44,8,0,1,8,0,2,34,27,30,59,27,44,59,30,44,27.08,26.96,0.0,0.0,0.0,2024-01-05
58,26,44,7,0,1,7,0,1,34,23,28,58,26,44,58,26,44,27.12,26.95,0.0,0.0,0.0,2024-01-06
57,34,44,21,0,4,21,0,6,40,16,26,57,31,43,57,34,44,26.95,26.65,0.0,0.15,0.16,2024-01-07
48,27,37,7,0,1,7,0,2,22,17,20,48,26,37,48,27,37,27.19,26.84,0.01,0.0,0.0,2024-01-08
55,21,37,8,0,1,8,0,2,24,15,21,55,18,37,55,21,37,27.19,26.96,-0.01,0.0,0.0,2024-01-09
66,28,47,9,0,2,9,0,4,29,18,23,66,25,47,66,28,47,26.97,26.83,-0.01,0.0,0.0,2024-01-10
55,30,45,17,0,4,17,0,6,43,20,28,55,28,44,55,30,45,27.07,26.75,0.01,0.04,0.04,2024-01-11
59,23,39,7,0,1,7,0,1,27,11,19,59,20,38,59,23,39,27.15,27.01,0.0,0.11,0.11,2024-01-12
67,27,46,6,0,1,6,0,2,24,16,20,67,25,46,67,27,46,27.05,26.96,0.0,0.0,0.0,2024-01-13
72,36,55,11,0,2,11,0,3,35,20,26,72,33,55,70,36,55,26.98,26.87,0.0,0.0,0.0,2024-01-14
69,31,49,8,0,1,8,0,1,34,23,29,69,31,49,69,31,49,27.04,26.95,0.0,0.0,0.0,2024-01-15
70,32,50,7,0,1,7,0,2,33,25,29,70,31,50,70,32,50,27.07,26.99,0.0,0.0,0.0,2024-01-16
77,34,55,9,0,2,9,0,3,31,25,28,77,34,55,75,34,55,27.03,26.92,0.0,0.0,0.0,2024-01-17
78,38,57,8,0,1,8,0,2,35,24,29,78,38,57,76,38,56,27.11,27.0,0.0,0.0,0.0,2024-01-18
78,40,57,8,0,1,8,0,1,38,28,33,78,40,57,76,40,57,27.09,26.96,0.0,0.0,0.0,2024-01-19
77,43,60,12,0,2,12,0,3,44,24,31,77,41,60,76,43,60,26.99,26.86,0.0,0.0,0.0,2024-01-20
59,49,53,11,0,1,11,0,2,53,41,49,59,48,53,59,49,53,26.95,26.86,0.0,0.32,0.99,2024-01-21
60,44,51,12,0,1,12,0,2,52,44,47,60,44,50,60,44,51,26.95,26.81,0.0,0.05,0.15,2024-01-22
55,43,48,9,0,2,9,0,4,50,43,45,55,39,48,55,43,48,26.94,26.8,0.01,0.21,0.62,2024-01-23
61,43,51,6,0,0,6,0,1,49,41,45,61,43,51,61,43,51,27.07,26.94,0.01,0.06,0.06,2024-01-24
66,39,52,8,0,1,8,0,2,47,38,43,66,39,52,66,39,52,27.08,26.96,0.0,0.0,0.0,2024-01-25
63,38,50,6,0,1,6,0,2,48,38,42,63,38,50,63,38,50,27.21,27.04,0.01,0.0,0.0,2024-01-26
70,34,52,15,0,3,15,0,4,41,33,37,70,31,52,70,34,52,27.21,27.09,0.0,0.0,0.0,2024-01-27
76,38,57,6,0,1,6,0,1,40,34,37,76,38,57,74,38,57,27.17,27.1,0.0,0.0,0.0,2024-01-28
80,39,60,6,0,1,6,0,1,42,34,38,80,39,60,79,39,59,27.17,27.03,0.0,0.0,0.0,2024-01-29
78,44,58,10,0,1,10,0,2,48,35,40,78,44,58,77,44,58,27.11,27.02,0.0,0.0,0.0,2024-01-30
78,45,59,7,0,1,7,0,1,48,40,44,78,44,59,76,45,59,27.09,26.95,0.0,0.0,0.0,2024-01-31
77,45,62,17,0,4,17,0,6,51,40,44,77,45,62,76,45,62,26.97,26.74,-0.01,0.11,0.11,2024-02-01
58,42,49,12,0,3,12,0,4,48,37,44,58,40,49,58,42,49,26.91,26.74,0.0,0.09,0.31,2024-02-02
62,36,47,7,0,1,7,0,2,44,30,37,62,36,47,62,36,47,27.0,26.9,0.0,0.01,0.01,2024-02-03
69,35,51,6,0,1,6,0,1,40,29,34,69,34,51,69,35,51,27.1,26.98,0.0,0.0,0.0,2024-02-04
77,38,58,6,0,1,6,0,2,41,32,36,77,38,58,76,38,58,27.05,26.85,-0.01,0.0,0.0,2024-02-05
70,47,57,21,0,3,21,0,5,47,28,37,70,43,57,70,47,57,26.86,26.72,0.0,0.16,0.16,2024-02-06
56,41,46,15,0,4,15,0,5,46,37,41,56,36,45,56,41,46,27.0,26.8,0.01,0.16,0.27,2024-02-07
62,39,48,17,0,4,17,0,6,45,34,38,62,35,47,62,39,48,27.02,26.88,0.0,0.03,0.04,2024-02-08
63,36,48,7,0,1,7,0,2,44,35,39,63,36,48,63,36,48,27.04,26.87,-0.01,0.02,0.02,2024-02-09
49,35,41,8,0,1,8,0,2,41,34,37,49,32,41,49,35,41,27.0,26.82,0.0,0.14,0.3,2024-02-10
57,32,44,9,0,1,9,0,2,41,28,35,57,31,43,57,32,44,27.12,27.0,0.01,0.0,0.0,2024-02-11
66,30,48,6,0,1,6,0,2,37,28,33,66,28,48,66,30,48,27.12,26.93,-0.01,0.0,0.0,2024-02-12
73,33,54,10,0,2,10,0,3,36,22,30,73,33,54,71,33,54,27.0,26.88,0.0,0.0,0.0,2024-02-13
73,33,52,8,0,1,8,0,2,38,28,33,73,33,52,71,33,52,27.13,27.0,0.01,0.0,0.0,2024-02-14
76,37,55,8,0,1,8,0,2,36,24,32,76,35,54,75,37,54,27.13,26.99,0.0,0.0,0.0,2024-02-15
