tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
95,68,85,15,0,4,21,0,7,41,12,22,95,68,85,90,68,81,25.78,25.7,0.0,0.0,0.08,2024-05-28
92,56,77,14,0,3,18,0,5,32,8,21,92,56,77,86,56,74,25.78,25.68,0.0,0.0,0.0,2024-05-29
92,55,77,13,0,2,17,0,4,30,17,23,92,55,77,87,55,74,25.74,25.64,0.0,0.0,0.0,2024-05-30
95,57,79,13,0,3,19,0,5,34,14,24,95,57,79,89,57,76,25.7,25.6,0.0,0.0,0.0,2024-05-31
96,57,80,11,0,3,15,0,5,31,11,22,96,57,80,89,57,77,25.7,25.6,0.0,0.0,0.0,2024-06-01
92,59,78,14,0,4,18,0,7,36,12,22,92,59,78,86,59,76,25.69,25.61,0.0,0.0,0.0,2024-06-02
91,62,78,14,0,3,19,0,7,37,20,29,91,62,78,86,62,75,25.68,25.59,0.0,0.0,0.0,2024-06-03
93,62,77,11,0,2,15,0,4,35,23,29,93,62,77,88,62,75,25.7,25.61,0.0,0.0,0.0,2024-06-04
99,61,82,11,0,2,14,0,4,39,24,32,99,61,82,93,61,79,25.73,25.64,0.0,0.0,0.0,2024-06-05
101,64,86,9,0,2,16,0,4,45,36,40,101,64,86,96,64,83,25.72,25.61,0.0,0.0,0.0,2024-06-06
101,66,85,14,0,2,18,0,4,45,24,34,101,66,85,95,66,82,25.72,25.62,0.0,0.0,0.0,2024-06-07
97,62,81,16,0,3,19,0,6,32,22,28,97,62,81,91,62,78,25.74,25.65,0.0,0.0,0.0,2024-06-08
94,68,80,11,0,3,14,0,5,39,23,30,94,68,80,88,68,77,25.78,25.67,0.0,0.0,0.0,2024-06-09
96,59,79,13,0,2,17,0,4,38,20,31,96,59,79,91,59,77,25.74,25.64,0.0,0.0,0.0,2024-06-10
101,60,86,11,0,3,16,0,5,38,24,31,101,60,86,95,60,83,25.74,25.64,0.0,0.0,0.0,2024-06-11
101,64,85,13,0,2,17,0,5,33,22,28,101,64,85,95,64,82,25.79,25.7,0.0,0.0,0.0,2024-06-12
98,73,86,14,0,2,39,0,5,40,25,31,98,73,86,92,71,83,25.79,25.7,0.0,0.0,0.0,2024-06-13
96,66,84,17,0,3,22,0,6,34,7,24,96,66,84,89,66,80,25.74,25.64,0.0,0.0,0.0,2024-06-14
99,62,84,12,0,2,16,0,4,35,20,28,99,62,84,92,62,80,25.71,25.59,0.0,0.0,0.0,2024-06-15
99,64,85,15,0,3,19,0,6,43,27,34,99,64,85,94,64,82,25.65,25.51,0.0,0.0,0.0,2024-06-16
97,67,84,16,0,4,18,0,8,45,21,34,97,67,84,91,67,81,25.56,25.46,0.0,0.0,0.0,2024-06-17
95,67,82,14,0,3,18,0,6,46,21,33,95,67,82,90,67,79,25.62,25.51,0.0,0.0,0.0,2024-06-18
99,64,83,13,0,3,17,0,5,51,29,38,99,64,83,93,64,80,25.67,25.55,0.0,0.0,0.0,2024-06-19
103,67,85,16,0,4,27,0,8,57,36,49,103,67,85,101,67,84,25.64,25.51,0.0,0.0,0.0,2024-06-20
99,69,81,22,0,6,31,0,11,67,54,59,99,69,81,99,69,81,25.78,25.58,0.01,0.61,0.36,2024-06-21
89,68,76,12,0,2,27,0,4,70,59,65,89,68,76,90,68,76,25.79,25.72,0.0,2.1,0.65,2024-06-22
93,71,78,11,0,2,16,0,4,70,61,65,93,71,78,95,72,79,25.8,25.69,0.0,0.43,0.15,2024-06-23
93,72,81,11,0,2,14,0,4,67,58,63,93,72,81,93,72,81,25.79,25.67,0.0,0.0,0.0,2024-06-24
95,71,81,11,0,2,16,0,5,66,57,61,95,71,81,95,71,82,25.79,25.7,0.0,0.0,0.0,2024-06-25
95,73,83,14,0,2,16,0,4,65,58,61,95,73,83,95,73,83,25.8,25.69,0.0,0.0,0.0,2024-06-26
