tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
68,39,51,12,0,2,16,0,2,41,20,27,68,39,51,68,39,51,30.11,29.97,0.0,0.07,0.02,2024-01-01
58,41,49,11,0,2,14,0,2,40,35,37,58,41,49,58,41,49,30.2,30.06,0.0,0.0,0.0,2024-01-02
66,38,51,16,0,2,21,0,3,39,30,35,66,34,50,66,38,51,30.15,29.89,-0.01,0.0,0.0,2024-01-03
49,36,42,15,0,3,20,0,4,37,29,33,47,34,41,49,36,42,30.09,29.9,0.01,0.0,0.0,2024-01-04
53,36,43,12,0,2,14,0,3,35,26,30,53,36,43,53,36,43,30.1,29.99,0.0,0.0,0.0,2024-01-05
56,34,43,9,0,2,11,0,2,33,23,28,56,32,43,56,34,43,30.14,29.98,0.0,0.0,0.0,2024-01-06
55,33,41,16,0,3,21,0,4,40,8,23,55,26,40,55,33,41,29.98,29.68,-0.01,0.24,0.22,2024-01-07
43,30,35,12,0,3,15,0,4,22,15,18,43,25,33,43,30,35,30.2,29.84,0.01,0.07,0.04,2024-01-08
52,25,37,7,0,1,9,0,2,25,15,21,52,25,37,52,25,37,30.2,29.97,-0.01,0.07,0.01,2024-01-09
59,33,45,11,0,2,14,0,3,27,18,23,59,32,45,59,33,45,29.99,29.85,-0.01,0.0,0.0,2024-01-10
50,34,42,25,0,5,34,0,6,39,20,27,50,30,40,50,34,42,30.09,29.77,0.01,0.07,0.02,2024-01-11
54,29,40,8,0,2,9,0,2,23,1,16,54,29,40,54,29,40,30.16,30.02,0.0,0.0,0.0,2024-01-12
66,33,47,7,0,2,9,0,2,24,12,18,66,33,47,66,33,47,30.07,29.98,0.0,0.0,0.0,2024-01-13
66,40,52,13,0,3,15,0,3,33,15,26,66,38,52,66,40,52,30.01,29.89,0.0,0.0,0.0,2024-01-14
64,38,50,12,0,2,16,0,2,32,26,29,64,38,50,64,38,50,30.07,29.98,0.0,0.0,0.0,2024-01-15
65,39,51,9,0,2,11,0,2,31,25,28,65,39,51,65,39,51,30.1,30.02,0.0,0.0,0.0,2024-01-16
73,39,55,12,0,2,14,0,3,35,23,27,73,39,55,70,39,55,30.07,29.95,0.0,0.0,0.0,2024-01-17
74,44,58,10,0,2,11,0,2,36,24,29,74,44,58,72,44,57,30.14,30.03,0.0,0.0,0.0,2024-01-18
75,46,59,8,0,1,10,0,2,39,29,32,75,46,59,73,46,59,30.12,30.0,0.0,0.0,0.0,2024-01-19
72,46,59,14,0,2,18,0,2,40,22,31,72,46,59,70,46,59,30.03,29.89,0.0,0.0,0.0,2024-01-20
57,47,51,7,0,1,8,0,1,51,39,47,57,45,51,57,47,51,29.99,29.89,0.0,0.5,1.37,2024-01-21
59,45,51,7,0,1,9,0,1,49,43,46,59,45,51,59,45,51,29.98,29.84,0.0,0.14,0.12,2024-01-22
56,42,49,9,0,2,15,0,3,46,41,43,56,39,48,56,42,49,29.97,29.84,0.0,0.14,0.71,2024-01-23
57,44,49,7,0,1,8,0,1,46,40,43,57,44,49,57,44,49,30.1,29.96,0.01,0.19,0.06,2024-01-24
63,41,51,10,0,2,11,0,2,46,39,43,63,41,51,63,41,51,30.11,29.98,0.0,0.0,0.0,2024-01-25
60,43,50,9,0,2,10,0,2,46,39,42,60,43,49,60,43,50,30.23,30.06,0.01,0.0,0.0,2024-01-26
67,42,55,19,0,6,26,0,8,40,32,35,67,42,55,67,42,55,30.24,30.13,0.0,0.0,0.0,2024-01-27
71,50,60,17,1,6,22,1,9,38,30,34,71,47,60,70,50,60,30.2,30.14,0.0,0.0,0.0,2024-01-28
77,47,62,11,0,2,14,0,2,41,31,36,77,47,62,76,47,62,30.2,30.07,0.0,0.0,0.0,2024-01-29
