tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
72,34,50,4,0,2,6,2,3,44,21,28,72,34,50,70,34,49,26.92,26.78,0.0,0.0,0.0,2024-01-01
63,40,49,5,0,2,6,2,3,39,34,36,63,40,49,63,40,49,27.01,26.87,0.0,0.0,0.0,2024-01-02
69,33,51,6,0,2,10,2,3,41,30,35,69,33,51,69,33,51,26.96,26.7,-0.01,0.0,0.0,2024-01-03
55,35,43,11,0,2,13,2,4,37,29,33,55,35,43,55,35,43,30.09,26.72,0.14,0.0,0.0,2024-01-04
55,34,43,12,0,2,14,1,4,33,26,30,55,34,43,55,34,43,30.1,29.99,0.0,0.0,0.0,2024-01-05
57,30,43,9,0,2,11,0,3,31,22,27,57,30,43,57,30,43,30.15,29.98,0.0,0.0,0.0,2024-01-06
55,33,41,13,0,3,19,1,6,37,11,24,55,29,40,55,33,41,29.99,29.68,0.0,0.26,0.22,2024-01-07
45,28,35,11,0,3,15,1,5,23,15,18,45,25,33,45,28,35,30.21,29.85,0.01,0.0,0.0,2024-01-08
54,23,37,8,0,2,9,1,3,24,15,21,54,22,36,54,23,37,30.21,29.98,-0.01,0.0,0.0,2024-01-09
62,29,44,9,0,2,12,1,4,28,19,23,62,26,44,62,29,44,29.99,29.86,-0.01,0.0,0.0,2024-01-10
52,33,41,19,0,4,25,0,7,41,19,26,52,31,40,52,33,41,30.1,29.77,0.01,0.07,0.03,2024-01-11
58,27,40,8,0,2,9,1,3,24,6,17,58,25,40,58,27,40,30.17,30.03,0.0,0.0,0.0,2024-01-12
67,31,46,6,0,2,8,1,3,23,14,18,67,30,46,67,31,46,30.08,29.99,0.0,0.0,0.0,2024-01-13
68,37,51,9,0,2,12,0,4,33,19,25,68,37,51,68,37,51,30.02,29.9,0.0,0.0,0.0,2024-01-14
67,36,49,9,0,2,11,1,3,31,26,28,67,36,49,67,36,49,30.08,29.99,0.0,0.0,0.0,2024-01-15
69,34,50,8,0,2,30,0,3,31,25,27,69,34,50,69,34,50,30.1,30.02,0.0,0.0,0.0,2024-01-16
74,36,53,9,0,2,11,1,3,32,24,27,74,36,53,71,36,53,30.07,29.95,0.0,0.0,0.0,2024-01-17
76,41,56,8,0,2,10,0,3,35,23,28,76,41,56,74,41,56,30.14,30.04,0.0,0.0,0.0,2024-01-18
77,43,59,7,0,2,9,0,2,36,28,32,77,43,59,75,43,59,30.13,30.0,0.0,0.0,0.0,2024-01-19
73,46,59,8,0,2,13,0,3,39,23,30,73,46,59,71,46,59,30.03,29.89,0.0,0.0,0.0,2024-01-20
57,48,52,4,0,2,6,0,2,51,39,47,57,48,52,57,48,52,29.99,29.89,0.0,0.24,0.93,2024-01-21
61,47,53,4,0,1,5,0,2,49,43,46,61,47,53,61,47,53,29.98,29.85,0.0,0.07,0.09,2024-01-22
56,43,48,7,0,3,9,2,4,47,41,44,56,42,48,56,43,48,29.97,29.83,0.0,0.26,0.49,2024-01-23
59,43,51,7,0,2,8,1,3,46,39,43,59,43,51,59,43,51,30.1,29.96,0.01,0.05,0.03,2024-01-24
65,40,51,8,0,2,10,1,3,47,39,43,65,40,51,65,40,51,30.12,29.99,0.0,0.0,0.0,2024-01-25
62,42,49,8,0,2,9,1,3,46,38,42,62,42,49,62,42,49,30.24,30.06,0.01,0.0,0.0,2024-01-26
68,40,55,16,0,4,20,1,8,40,32,35,68,39,55,68,40,55,30.25,30.13,0.0,0.0,0.0,2024-01-27
72,48,60,13,0,4,18,0,8,37,28,33,72,48,60,70,48,60,30.21,30.14,0.0,0.0,0.0,2024-01-28
81,44,60,6,0,2,8,0,3,41,32,36,81,44,60,80,44,60,30.2,30.07,0.0,0.0,0.0,2024-01-29
