tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
68,33,50,13,0,1,18,0,2,36,16,26,68,33,49,68,33,50,30.02,29.87,0.0,0.0,0.0,2024-01-01
61,40,49,9,0,1,13,0,2,38,33,36,61,40,49,61,40,49,30.11,29.97,0.0,0.0,0.0,2024-01-02
67,34,50,13,0,2,18,0,3,38,28,34,67,34,50,67,34,50,30.05,29.79,-0.01,0.02,0.02,2024-01-03
53,35,43,13,0,3,18,0,4,38,26,32,53,35,42,53,35,43,30.0,29.81,0.01,0.0,0.0,2024-01-04
56,32,43,11,0,2,13,0,2,34,25,30,56,32,43,56,32,43,30.01,29.89,0.0,0.0,0.0,2024-01-05
58,29,43,7,0,2,8,0,2,31,20,26,58,29,43,58,29,43,30.05,29.88,0.0,0.0,0.0,2024-01-06
57,32,41,17,0,4,25,0,5,37,10,24,57,27,40,57,32,41,29.89,29.58,-0.01,0.24,0.31,2024-01-07
45,28,35,10,0,3,13,0,4,26,14,18,45,26,34,45,28,35,30.12,29.76,0.01,0.0,0.0,2024-01-08
54,23,37,7,0,1,7,0,2,26,13,21,54,21,37,54,23,37,30.12,29.88,-0.01,0.0,0.0,2024-01-09
62,26,44,10,0,2,12,0,3,25,19,22,62,26,44,62,26,44,29.9,29.76,-0.01,0.0,0.0,2024-01-10
52,31,41,22,0,5,28,0,6,41,19,26,52,30,40,52,31,41,30.0,29.67,0.01,0.35,0.61,2024-01-11
57,24,39,6,0,1,8,0,2,24,1,17,57,24,39,57,24,39,30.08,29.93,0.0,0.0,0.0,2024-01-12
67,26,45,6,0,1,8,0,2,23,11,17,67,26,45,67,26,45,29.99,29.89,0.0,0.0,0.0,2024-01-13
69,38,52,10,0,2,12,0,3,30,18,24,69,38,52,69,38,52,29.92,29.8,0.0,0.0,0.0,2024-01-14
68,34,49,9,0,2,12,0,2,30,26,27,68,34,49,68,34,49,29.98,29.88,0.0,0.0,0.0,2024-01-15
68,31,50,7,0,2,9,0,2,30,19,26,68,31,50,68,31,50,30.01,29.92,0.0,0.0,0.0,2024-01-16
75,31,52,10,0,2,13,0,3,30,20,25,75,31,52,72,31,52,29.97,29.85,0.0,0.0,0.0,2024-01-17
76,42,56,8,0,2,11,0,2,31,22,26,76,42,56,74,42,56,30.04,29.93,0.0,0.0,0.0,2024-01-18
77,37,56,6,0,1,7,0,2,34,28,30,77,37,56,75,37,56,30.03,29.89,0.0,0.0,0.0,2024-01-19
75,43,58,13,0,2,20,0,3,39,18,28,75,43,58,72,43,58,29.93,29.79,0.0,0.0,0.0,2024-01-20
58,48,52,6,0,1,9,0,2,51,37,47,58,47,52,58,48,52,29.9,29.8,0.0,0.22,1.11,2024-01-21
