tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
70,32,47,4,0,0,6,0,0,37,17,28,70,32,47,70,32,47,30.22,30.07,0.0,0.0,0.0,2024-01-01
64,37,48,4,0,0,6,0,0,41,33,37,64,37,48,64,37,48,30.31,30.18,0.0,0.0,0.0,2024-01-02
70,35,50,5,0,0,10,0,1,39,28,34,70,35,50,70,35,50,30.27,29.99,-0.01,0.0,0.0,2024-01-03
57,33,44,3,0,0,4,0,0,37,28,32,57,33,44,57,33,44,30.21,30.03,0.01,0.0,0.0,2024-01-04
60,30,42,4,0,0,7,0,0,33,26,29,60,30,42,60,30,42,30.21,30.09,0.0,0.0,0.0,2024-01-05
58,27,40,2,0,0,3,0,0,32,22,26,58,27,40,58,27,40,30.26,30.1,0.0,0.0,0.0,2024-01-06
57,30,43,5,0,0,8,0,1,41,11,25,57,30,43,57,30,43,30.1,29.78,-0.01,0.31,0.14,2024-01-07
48,25,34,5,0,0,7,0,0,26,15,20,48,25,34,48,25,34,30.35,29.98,0.02,0.0,0.0,2024-01-08
55,22,35,4,0,0,6,0,0,24,13,20,55,22,35,55,22,35,30.35,30.1,-0.01,0.0,0.0,2024-01-09
66,29,45,3,0,0,6,0,1,25,18,21,66,29,45,66,29,45,30.12,29.95,-0.01,0.0,0.0,2024-01-10
55,28,44,5,0,1,9,0,1,43,17,26,55,28,44,55,28,44,30.23,29.89,0.01,0.19,0.06,2024-01-11
58,23,37,2,0,0,6,0,0,26,-3,18,58,23,37,58,23,37,30.3,30.13,0.0,0.0,0.0,2024-01-12
67,28,44,3,0,0,6,0,0,24,10,19,67,28,44,67,28,44,30.19,30.09,0.0,0.0,0.0,2024-01-13
72,37,51,3,0,0,6,0,0,31,19,24,72,37,51,70,37,51,30.14,30.01,0.0,0.0,0.0,2024-01-14
70,33,47,3,0,0,6,0,0,31,24,27,70,33,47,70,33,47,30.19,30.08,0.0,0.0,0.0,2024-01-15
71,34,48,4,0,0,4,0,0,31,23,26,71,34,48,70,34,48,30.2,30.11,0.0,0.0,0.0,2024-01-16
