tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
70,42,52,7,0,1,9,0,1,39,18,26,70,42,52,70,42,52,30.12,29.99,0.0,0.0,0.0,2024-01-01
63,41,50,4,0,0,9,0,1,39,34,36,63,41,50,63,41,50,30.22,30.07,0.0,0.0,0.0,2024-01-02
67,39,51,8,0,1,13,0,1,40,29,35,67,39,51,67,39,51,30.16,29.91,-0.01,0.0,0.0,2024-01-03
50,35,42,7,0,1,13,0,2,38,28,33,50,35,42,50,35,42,30.1,29.91,0.01,0.0,0.0,2024-01-04
57,34,43,5,0,1,9,0,1,35,25,30,57,34,43,57,34,43,30.11,30.0,0.0,0.0,0.0,2024-01-05
60,33,44,4,0,1,6,0,1,33,22,28,60,33,44,60,33,44,30.16,29.99,0.0,0.0,0.0,2024-01-06
55,33,41,10,0,2,20,0,3,37,6,22,55,27,41,55,33,41,30.0,29.68,-0.01,0.12,0.12,2024-01-07
46,28,35,7,0,1,10,0,2,35,14,19,46,24,35,46,28,35,30.21,29.86,0.01,0.31,0.14,2024-01-08
56,27,38,5,0,0,7,0,1,27,15,20,56,27,38,56,27,38,30.22,29.99,-0.01,0.0,0.0,2024-01-09
62,32,46,6,0,1,10,0,1,29,17,22,62,32,46,62,32,46,30.0,29.87,0.0,0.0,0.0,2024-01-10
51,33,42,10,0,2,18,0,3,40,19,26,51,32,41,51,33,42,30.1,29.78,0.01,0.14,0.04,2024-01-11
59,28,42,3,0,0,6,0,0,24,3,16,59,28,42,59,28,42,30.17,30.04,0.0,0.0,0.0,2024-01-12
69,33,49,5,0,1,7,0,1,22,12,16,69,33,49,69,33,49,30.09,30.0,0.0,0.0,0.0,2024-01-13
