tempHigh,tempLow,tempAvg,windspeedHigh,windspeedLow,windspeedAvg,windgustHigh,windgustLow,windgustAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillLow,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,date
69,31,49,20,0,5,20,0,5,37,20,27,69,26,48,69,31,49,27.0,26.86,0.0,0.0,0.0,2024-01-01
66,37,50,10,0,3,10,0,3,43,32,37,66,33,50,66,37,50,27.1,26.96,0.0,0.0,0.0,2024-01-02
71,33,50,23,0,6,23,0,6,38,28,33,71,29,50,70,33,50,27.05,26.78,-0.01,0.0,0.0,2024-01-03
57,35,44,19,0,5,19,0,5,38,27,32,57,31,43,57,35,44,26.98,26.8,0.01,0.0,0.0,2024-01-04
62,28,42,14,0,3,14,0,4,34,25,29,62,23,41,62,28,42,27.0,26.88,0.0,0.0,0.0,2024-01-05
62,24,42,12,0,3,12,0,3,32,21,25,62,20,41,62,24,42,27.04,26.87,0.0,0.0,0.0,2024-01-06
58,35,44,29,0,9,29,1,10,40,11,24,58,28,40,58,35,44,26.87,26.56,0.0,0.11,0.12,2024-01-07
50,26,36,14,0,4,14,0,5,22,14,18,48,20,33,50,26,36,27.1,26.76,0.01,0.0,0.0,2024-01-08
57,20,36,11,0,3,11,0,4,25,11,19,57,13,35,57,20,36,27.11,26.88,-0.01,0.0,0.0,2024-01-09
67,27,48,16,0,7,16,0,8,25,18,21,67,22,45,67,27,48,26.89,26.75,-0.01,0.0,0.0,2024-01-10
55,27,45,29,0,9,29,0,11,41,18,26,55,22,42,55,27,45,26.99,26.67,0.01,0.03,0.04,2024-01-11
62,21,38,11,0,3,11,0,3,27,1,17,62,16,37,62,21,38,27.07,26.92,0.0,0.0,0.0,2024-01-12
72,25,45,9,0,3,9,0,4,23,13,18,72,20,44,70,25,45,26.97,26.87,0.0,0.0,0.0,2024-01-13
74,35,55,18,0,6,18,0,7,31,17,23,74,31,54,72,35,55,26.9,26.79,0.0,0.0,0.0,2024-01-14
74,29,49,11,0,3,11,0,4,31,22,27,74,24,48,72,29,48,26.97,26.87,0.0,0.0,0.0,2024-01-15
77,31,49,11,0,3,11,0,4,31,23,27,77,27,49,75,31,49,26.99,26.9,0.0,0.0,0.0,2024-01-16
79,32,55,19,0,5,19,0,6,28,20,24,79,28,54,77,32,54,26.95,26.84,0.0,0.0,0.0,2024-01-17
82,39,59,11,0,4,11,0,4,31,22,27,82,35,58,80,39,58,27.03,26.92,0.0,0.0,0.0,2024-01-18
81,37,56,11,0,3,11,0,3,34,26,30,81,34,56,79,37,56,27.02,26.88,0.0,0.0,0.0,2024-01-19
79,42,58,24,0,5,24,0,6,42,20,28,79,38,58,77,42,58,26.91,26.78,0.0,0.0,0.0,2024-01-20
59,48,53,22,0,5,22,0,5,53,39,47,59,46,53,59,48,53,26.87,26.77,0.0,0.26,1.04,2024-01-21
63,45,52,19,0,5,19,0,6,51,43,46,63,42,51,63,45,52,26.86,26.74,0.0,0.07,0.2,2024-01-22
55,43,48,17,0,6,17,0,7,49,40,44,55,38,47,55,43,48,26.86,26.71,0.01,0.29,0.69,2024-01-23
63,44,51,7,0,3,7,0,3,48,39,43,63,42,51,63,44,51,26.99,26.86,0.01,0.0,0.0,2024-01-24
70,38,53,17,0,4,17,0,4,47,37,42,70,36,52,70,38,53,27.0,26.88,0.0,0.0,0.0,2024-01-25
68,35,50,11,0,3,11,0,4,48,35,40,68,33,50,68,35,50,27.13,26.96,0.01,0.0,0.0,2024-01-26
74,32,51,12,0,3,12,0,3,43,30,36,74,27,51,73,32,51,27.13,27.0,0.0,0.0,0.0,2024-01-27
80,38,56,8,0,2,8,0,3,40,31,35,80,34,56,78,38,56,27.1,27.01,0.0,0.0,0.0,2024-01-28
85,39,58,9,0,3,10,0,3,42,31,36,85,36,58,82,39,58,27.09,26.95,0.0,0.0,0.0,2024-01-29
80,44,59,15,0,4,15,0,5,47,31,39,80,42,59,79,44,59,27.03,26.94,0.0,0.0,0.0,2024-01-30
83,42,60,10,0,3,10,0,3,48,38,43,83,40,60,81,42,60,27.01,26.87,0.0,0.0,0.0,2024-01-31
77,49,62,29,0,12,29,0,13,49,35,43,77,44,62,76,49,62,26.9,26.66,-0.01,0.06,0.09,2024-02-01
62,41,49,22,0,8,22,0,9,48,38,43,62,38,48,62,41,49,26.83,26.66,0.0,0.1,0.28,2024-02-02
66,35,49,16,0,4,16,0,5,43,25,36,66,31,48,66,35,49,26.92,26.82,0.0,0.0,0.0,2024-02-03
75,34,51,7,0,3,7,0,3,39,23,33,75,30,50,74,34,51,27.02,26.9,0.0,0.0,0.0,2024-02-04
82,37,58,12,0,3,12,0,4,39,27,34,82,35,58,80,37,58,26.97,26.76,-0.01,0.0,0.0,2024-02-05
70,47,58,40,0,11,40,0,12,47,25,35,70,41,58,70,47,58,26.79,26.63,0.0,0.1,0.15,2024-02-06
56,42,47,29,0,8,29,2,9,46,35,41,56,36,44,56,42,47,26.91,26.72,0.01,0.12,0.32,2024-02-07
62,37,48,26,0,10,26,0,11,45,31,37,62,32,46,62,37,48,26.94,26.8,0.0,0.0,0.0,2024-02-08
67,36,48,16,0,4,16,0,4,44,33,38,67,33,47,67,36,48,26.95,26.79,-0.01,0.02,0.02,2024-02-09
56,33,41,17,0,4,17,0,4,41,32,36,56,28,39,56,33,41,26.92,26.74,0.0,0.16,0.39,2024-02-10
60,32,44,14,0,3,14,0,4,41,25,34,60,28,43,60,32,44,27.04,26.92,0.01,0.01,0.01,2024-02-11
71,27,46,9,0,3,9,0,3,38,25,31,71,23,46,70,27,46,27.04,26.85,-0.01,0.0,0.0,2024-02-12
76,31,52,16,0,5,16,0,6,36,17,28,76,26,51,74,31,51,26.92,26.8,0.0,0.0,0.0,2024-02-13
77,32,52,12,0,4,12,0,4,37,21,31,77,28,51,76,32,52,27.05,26.92,0.01,0.0,0.0,2024-02-14
81,33,55,13,0,4,13,0,4,35,17,30,81,29,55,80,33,55,27.05,26.91,0.0,0.0,0.0,2024-02-15
79,34,54,14,0,4,14,0,4,37,27,32,79,30,53,77,34,54,27.0,26.9,0.0,0.0,0.0,2024-02-16
81,34,55,10,0,3,10,0,4,40,31,35,81,31,55,80,34,55,26.97,26.87,0.0,0.0,0.0,2024-02-17
83,39,58,17,0,4,17,0,5,40,27,34,83,36,58,80,39,58,26.95,26.86,0.0,0.0,0.0,2024-02-18
84,39,58,16,0,5,16,0,6,36,18,28,84,35,58,81,39,58,27.04,26.94,0.0,0.0,0.0,2024-02-19
86,39,63,19,0,5,19,0,6,30,12,22,86,38,63,82,39,62,27.07,26.97,0.0,0.0,0.0,2024-02-20
73,45,60,22,0,7,22,0,8,40,18,30,73,43,60,71,45,60,27.02,26.88,0.0,0.0,0.0,2024-02-21
75,38,55,14,0,4,14,0,5,45,35,39,75,34,55,73,38,55,27.07,26.95,0.0,0.0,0.0,2024-02-22
82,38,57,7,0,3,7,0,3,42,35,39,82,35,57,80,38,57,27.01,26.87,0.0,0.0,0.0,2024-02-23
89,39,61,16,0,4,16,0,4,40,23,36,89,35,61,85,39,60,27.01,26.92,0.0,0.0,0.0,2024-02-24
92,44,67,19,0,5,19,0,5,40,33,37,92,41,67,88,44,66,27.03,26.9,0.0,0.0,0.0,2024-02-25
85,59,69,22,0,7,22,0,8,50,33,38,85,59,69,82,59,69,26.98,26.79,-0.01,0.0,0.0,2024-02-26
74,53,64,22,0,7,22,0,8,44,35,39,74,53,64,73,53,64,26.9,26.78,0.0,0.0,0.0,2024-02-27
74,44,52,22,0,4,22,0,5,53,39,45,74,42,51,73,44,52,26.95,26.83,0.0,0.37,0.89,2024-02-28
77,42,56,12,0,4,12,0,4,48,40,44,77,38,55,76,42,56,27.03,26.94,0.0,0.0,0.0,2024-02-29
83,40,59,13,0,4,13,0,4,45,25,38,83,39,58,81,40,58,27.05,26.92,0.0,0.0,0.0,2024-03-01
79,41,62,23,0,9,23,0,10,39,19,29,79,39,62,78,41,61,26.97,26.84,0.0,0.0,0.0,2024-03-02
77,51,62,21,0,8,21,0,9,43,21,32,77,51,62,76,51,61,26.9,26.8,0.0,0.01,0.02,2024-03-03
78,39,58,17,0,4,17,0,5,47,31,38,78,36,57,77,39,57,26.91,26.83,0.0,0.0,0.0,2024-03-04
81,38,58,17,0,4,17,0,4,40,25,33,81,34,58,80,38,57,26.93,26.82,0.0,0.0,0.0,2024-03-05
68,45,57,19,0,6,19,0,7,39,27,33,68,43,57,68,45,57,26.85,26.69,0.0,0.0,0.0,2024-03-06
64,42,49,29,0,7,29,0,8,49,26,38,64,38,48,64,42,49,26.87,26.7,0.01,0.19,0.56,2024-03-07
66,41,50,18,0,3,18,0,4,48,39,44,66,38,49,66,41,50,26.98,26.84,0.0,0.11,0.26,2024-03-08
75,35,54,12,0,4,12,0,5,46,32,39,75,31,54,74,35,54,27.03,26.9,0.0,0.0,0.0,2024-03-09
82,38,59,11,0,3,11,0,3,44,28,36,82,35,59,80,38,58,26.98,26.86,0.0,0.0,0.0,2024-03-10
81,41,60,23,0,5,23,0,6,38,27,32,81,38,59,79,41,59,26.94,26.86,0.0,0.0,0.0,2024-03-11
82,38,60,19,0,6,19,0,6,37,23,29,82,36,60,80,38,60,26.97,26.84,0.0,0.0,0.0,2024-03-12
